Unnamed: 0,Name,Location,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Car_Age
1537,Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,12.19,2967.0,236.0,5.0,44.0,False,False,False,False,False,False,11
1541,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,12.0,2987.0,224.0,7.0,49.0,False,False,False,False,False,False,11
1545,Mini Cooper 3 DOOR D,Mumbai,2016,20000,20.7,1496.0,113.98,4.0,23.5,False,False,False,False,False,False,9
1548,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,38730,14.21,2143.0,203.0,5.0,29.98,False,False,False,False,False,False,9
1562,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,12.07,2967.0,241.4,7.0,48.0,False,False,False,False,False,False,10
1568,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,12.81,1999.0,148.31,7.0,41.5,False,False,False,False,False,False,8
1574,Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,17.06,1968.0,141.0,5.0,24.9,False,False,False,False,False,False,8
1577,Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2014,46000,13.0,2143.0,201.1,5.0,23.25,False,False,False,False,False,False,11
1583,Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,14.75,2967.0,245.0,7.0,72.94,False,False,False,False,False,False,6
1631,BMW X1 M Sport sDrive 20d,Kochi,2017,32838,17.05,1995.0,190.0,5.0,30.29,False,False,False,False,False,False,8
1637,Audi A4 35 TDI Premium,Coimbatore,2016,68193,17.11,1968.0,174.33,5.0,24.74,False,False,False,False,False,False,9
1639,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,12.0,2987.0,224.0,7.0,36.0,False,False,False,False,False,False,12
1652,Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,13.6,1999.0,177.0,5.0,38.0,False,False,False,False,False,False,8
1668,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2014,52000,13.0,2143.0,204.0,5.0,24.5,False,False,False,False,False,False,11
1673,Audi Q5 3.0 TDI Quattro Technology,Mumbai,2015,11964,13.22,2967.0,241.4,5.0,32.95,False,False,False,False,False,False,10
1683,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Coimbatore,2017,32642,14.84,2143.0,170.0,5.0,34.78,False,False,False,False,False,False,8
1689,BMW 5 Series 520d Luxury Line,Kochi,2018,32586,22.48,1995.0,190.0,5.0,37.3,False,False,False,False,False,False,7
1690,Mercedes-Benz GLE 350d,Coimbatore,2018,40129,11.57,2987.0,254.79,5.0,70.8,False,False,False,False,False,False,7
1691,Mercedes-Benz M-Class ML 350 CDI,Mumbai,2012,51000,11.74,2987.0,254.8,5.0,22.25,False,False,False,False,False,False,13
1707,BMW 3 Series 320d GT Luxury Line,Mumbai,2015,32500,19.59,1995.0,187.74,5.0,26.75,False,False,False,False,False,False,10
1708,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,15.17,1968.0,181.0,5.0,28.03,False,False,False,False,False,False,9
1724,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2017,38000,10.91,3198.0,197.0,7.0,30.48,False,False,False,False,False,False,8
1741,BMW X6 xDrive 40d,Hyderabad,2013,58000,11.2,2993.0,306.0,4.0,48.0,False,False,False,False,False,False,12
1755,Porsche Cayenne Diesel,Mumbai,2013,70000,15.15,2967.0,240.0,5.0,40.0,False,False,False,False,False,False,12
1759,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,63111,18.12,1995.0,190.0,5.0,30.8,False,False,False,False,True,False,9
1764,Mercedes-Benz M-Class ML 350 4Matic,Pune,2015,69000,0.0,2987.0,165.0,5.0,38.0,False,False,False,False,False,False,10
1799,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Bangalore,2013,29000,14.21,2143.0,203.0,5.0,29.0,False,False,False,False,False,False,12
1807,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,21000,17.11,1968.0,174.33,5.0,24.5,False,False,False,False,False,False,11
1809,Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,11.74,2987.0,254.8,5.0,36.0,False,False,False,False,False,False,13
1819,Audi Q5 2.0 TDI,Hyderabad,2015,56000,14.16,1968.0,174.3,5.0,35.0,False,False,False,False,False,False,10
1828,BMW X1 xDrive 20d xLine,Mumbai,2016,7000,20.68,1995.0,190.0,5.0,27.75,False,False,False,False,False,False,9
1830,Mercedes-Benz GLE 350d,Coimbatore,2017,33552,11.57,2987.0,254.79,5.0,64.87,False,False,False,False,False,False,8
1863,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2017,19543,18.12,1995.0,190.0,5.0,40.5,False,False,False,False,False,False,8
1864,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,14.16,1968.0,174.3,5.0,38.95,False,False,False,False,True,False,11
1885,Mercedes-Benz GLS 350d Grand Edition,Delhi,2018,6000,11.0,2987.0,258.0,7.0,79.0,False,False,False,False,False,False,7
1893,Audi A7 2011-2015 3.0 TDI Quattro,Kochi,2014,60336,14.4,2967.0,241.4,5.0,24.94,False,False,False,False,True,False,11
1902,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2017,15000,12.9,2755.0,174.5,7.0,30.0,False,False,False,False,False,False,8
1913,Audi A6 2011-2015 2.0 TDI,Kochi,2014,62012,17.68,1968.0,174.33,5.0,20.12,False,False,False,False,False,False,11
1924,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2017,27313,14.69,2993.0,258.0,5.0,48.63,False,False,False,False,False,False,8
1925,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2015,42747,14.16,1968.0,174.3,5.0,39.47,False,False,False,False,True,False,10
1926,BMW X1 sDrive 20d xLine,Coimbatore,2015,42265,20.68,1995.0,190.0,5.0,22.24,False,False,False,False,True,False,10
1941,BMW X5 xDrive 30d,Mumbai,2012,66000,15.3,2993.0,258.0,5.0,21.0,False,False,False,False,False,False,13
1943,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,45200,10.0,2148.0,170.0,5.0,23.0,False,False,False,False,False,False,12
1947,Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,2017,32324,14.84,2143.0,170.0,5.0,30.5,False,False,False,False,False,False,8
1954,Audi A3 35 TDI Technology,Delhi,2017,22000,20.38,1968.0,143.0,5.0,22.5,False,False,False,False,True,False,8
1963,Mercedes-Benz GLA Class 200 d Sport,Pune,2017,35000,17.9,2143.0,136.0,5.0,23.5,False,False,False,False,False,False,8
1968,Toyota Fortuner 4x4 AT,Kochi,2018,37713,12.55,2982.0,168.5,7.0,31.62,False,False,False,False,True,False,7
1974,BMW 7 Series 740Li,Coimbatore,2018,28060,12.05,2979.0,320.0,5.0,93.67,False,True,False,False,False,False,7
1981,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2013,21000,14.84,2143.0,170.0,5.0,23.5,False,False,False,False,False,False,12
1984,BMW 7 Series 740Li,Bangalore,2017,17465,12.05,2979.0,320.0,5.0,93.0,False,True,False,False,False,False,8
1985,BMW 3 Series 320d Sport,Chennai,2014,48000,22.69,1995.0,190.0,5.0,21.6,False,False,False,False,False,False,11
2002,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2014,79000,12.0,2987.0,224.0,7.0,41.0,False,False,False,False,False,False,11
2003,BMW X1 sDrive 20d xLine,Bangalore,2016,28143,20.68,1995.0,190.0,5.0,28.5,False,False,False,False,False,False,9
2017,Jaguar XF 2.2 Litre Luxury,Mumbai,2013,31400,16.36,2179.0,187.7,5.0,26.75,False,False,False,False,False,False,12
2019,Audi Q5 2008-2012 2.0 TDI,Bangalore,2011,53000,12.8,1968.0,167.6,5.0,23.0,False,False,False,False,False,False,14
2040,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,2011,25000,12.3,1796.0,185.0,5.0,22.0,False,True,False,False,True,False,14
2056,BMW 7 Series 730Ld Eminence,Kochi,2015,29966,16.77,2993.0,261.49,5.0,43.6,False,False,False,False,True,False,10
2060,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,24000,17.11,1968.0,174.33,5.0,25.0,False,False,False,False,False,False,11
2073,Mini Cooper 5 DOOR D,Hyderabad,2017,2000,20.7,1496.0,113.98,5.0,34.0,False,False,False,False,False,False,8
2083,BMW X3 xDrive20d Expedition,Bangalore,2015,65000,18.56,1995.0,190.0,5.0,29.0,False,False,False,False,True,False,10
2089,BMW 6 Series 640d Coupe,Mumbai,2013,30000,9.52,2993.0,313.0,4.0,45.0,False,False,False,False,False,False,12
2095,Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,19.0,2996.0,362.07,2.0,83.96,False,True,False,False,False,False,6
2097,Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,16.1,1950.0,194.0,5.0,21.0,False,False,False,False,False,False,12
2100,Porsche Cayenne Turbo S,Mumbai,2010,35000,11.9,4806.0,550.0,5.0,32.0,False,True,False,False,True,False,15
2109,Toyota Fortuner 4x2 MT TRD Sportivo,Hyderabad,2015,19317,13.0,2982.0,168.7,7.0,24.5,False,False,True,False,False,False,10
2111,Mercedes-Benz GLE 250d,Kochi,2017,25601,17.9,2143.0,201.15,5.0,56.73,False,False,False,False,False,False,8
2114,Audi A4 35 TDI Premium,Hyderabad,2015,50000,17.11,1968.0,174.33,5.0,25.0,False,False,False,False,False,False,10
2121,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,24465,19.27,2143.0,167.62,5.0,39.45,False,False,False,False,False,False,7
2128,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2012,88000,12.07,2967.0,241.4,7.0,36.5,False,False,False,False,False,False,13
2134,Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,12.9,2755.0,174.5,7.0,31.0,False,False,False,False,False,False,8
2139,Land Rover Range Rover Evoque 2.0 TD4 Pure,Kochi,2016,29022,15.68,1999.0,177.0,5.0,34.08,False,False,False,False,True,False,9
2145,Ford Endeavour 2.2 Titanium AT 4X2,Hyderabad,2018,14000,12.62,2198.0,158.0,7.0,31.99,False,False,False,False,False,False,7
2153,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Mumbai,2017,14470,19.71,2143.0,201.15,5.0,38.5,False,False,False,False,False,False,8
2161,Jaguar XF 2.2 Litre Luxury,Kochi,2016,13418,16.36,2179.0,187.7,5.0,33.63,False,False,False,False,False,False,9
2165,Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,66882,17.68,1968.0,174.33,5.0,25.02,False,False,False,False,False,False,11
2178,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,18.0,2993.0,255.0,7.0,41.6,False,False,False,False,False,False,8
2182,Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,14.24,2755.0,174.5,7.0,23.0,False,False,True,False,False,False,10
2190,Mercedes-Benz E-Class E250 CDI Launch Edition,Kochi,2016,46936,13.0,2143.0,204.0,5.0,29.6,False,False,False,False,False,False,9
2193,Volvo S60 D4 SUMMUM,Coimbatore,2016,42259,9.0,1984.0,181.0,5.0,24.36,False,False,False,False,False,False,9
2199,Toyota Camry Hybrid,Delhi,2015,25000,19.16,2494.0,158.2,5.0,25.0,False,True,False,False,False,False,10
2209,BMW 5 Series 2013-2017 520d M Sport,Pune,2018,7000,18.12,1995.0,190.0,5.0,46.0,False,False,False,False,False,False,7
2218,Toyota Fortuner 4x2 Manual,Hyderabad,2015,73500,13.0,2982.0,168.5,7.0,22.0,False,False,True,False,False,False,10
2233,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,35358,11.36,2755.0,171.5,7.0,22.99,False,False,False,False,False,False,8
2240,Audi A4 2.0 TDI,Hyderabad,2014,60000,16.55,1968.0,147.51,5.0,24.0,False,False,False,False,False,False,11
2243,Mercedes-Benz M-Class ML 250 CDI,Mumbai,2016,52000,15.26,2143.0,203.2,5.0,35.0,False,False,False,False,False,False,9
2254,Mercedes-Benz M-Class ML 350 CDI Corporate,Coimbatore,2012,63888,14.0,2987.0,224.0,5.0,22.58,False,False,False,False,False,False,13
2259,Hyundai Santa Fe 4WD AT,Bangalore,2015,59000,13.01,2199.0,194.3,7.0,21.0,False,False,False,False,False,False,10
2263,Land Rover Range Rover 2.2L Prestige,Coimbatore,2014,64557,12.7,2179.0,187.7,5.0,29.93,False,False,False,False,True,False,11
2270,Mini Cooper Countryman D High,Mumbai,2015,34000,23.8,1998.0,112.0,5.0,22.0,False,False,False,False,False,False,10
2276,BMW X6 xDrive30d,Jaipur,2013,45306,11.2,2993.0,241.0,4.0,42.5,False,False,False,False,True,False,12
2288,Audi A6 3.0 TDI quattro,Bangalore,2011,50000,16.77,2967.0,241.38,5.0,21.0,False,False,False,False,False,True,14
2304,BMW X1 sDrive 20d Sportline,Delhi,2015,49000,17.05,1995.0,184.0,5.0,22.99,False,False,False,False,False,False,10
2306,Land Rover Range Rover Sport 2005 2012 HSE,Hyderabad,2010,45000,14.7,2993.0,241.4,6.0,40.0,False,False,False,False,False,False,15
2311,BMW X5 xDrive 30d,Coimbatore,2016,17738,15.3,2993.0,258.0,5.0,54.45,False,False,False,False,False,False,9
2319,Mercedes-Benz E-Class E 350 d,Coimbatore,2019,9312,18.0,2987.0,258.0,5.0,78.8,False,False,False,False,False,False,6
2328,BMW X5 xDrive 30d M Sport,Chennai,2017,6500000,15.97,2993.0,258.0,5.0,65.0,False,False,False,False,False,False,8
2334,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2016,88008,12.9,2755.0,174.5,7.0,22.5,False,False,False,False,True,False,9
2341,Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,10000,17.9,2143.0,136.0,5.0,28.9,False,False,False,False,False,False,7
2355,Mercedes-Benz GLA Class 200 Sport Edition,Delhi,2016,23000,13.7,1991.0,183.0,5.0,25.0,False,True,False,False,False,False,9
2357,Mercedes-Benz CLA 200 Sport Edition,Delhi,2016,25000,15.04,1991.0,183.0,5.0,26.0,False,True,False,False,False,False,9
2364,Mini Cooper Convertible S,Chennai,2012,17000,16.82,1998.0,189.08,4.0,22.0,False,True,False,False,True,False,13
2370,Mini Cooper 3 DOOR S,Mumbai,2013,21000,17.44,1998.0,189.08,4.0,21.5,False,True,False,False,False,False,12
2382,Mercedes-Benz M-Class ML 250 CDI,Coimbatore,2016,23218,15.26,2143.0,203.2,5.0,45.61,False,False,False,False,False,False,9
2395,Ford Endeavour 2.2 Trend MT 4X4,Hyderabad,2016,107890,13.5,2198.0,157.7,7.0,20.5,False,False,True,False,False,False,9
2401,Volvo XC90 2007-2015 D5 AWD,Kochi,2014,89230,11.1,2400.0,200.0,7.0,23.65,False,False,True,False,False,False,11
2406,Toyota Fortuner 4x2 Manual,Jaipur,2015,59000,13.0,2982.0,168.5,7.0,23.0,False,False,True,False,False,False,10
2418,Mercedes-Benz B Class B200 CDI,Coimbatore,2017,43812,15.0,2143.0,107.3,5.0,20.28,False,False,False,False,False,False,8
2422,Jaguar XJ 3.0L Portfolio,Delhi,2016,12000,10.5,2993.0,271.23,4.0,79.0,False,False,False,False,False,False,9
2429,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,23152,19.27,2143.0,167.62,5.0,39.22,False,False,False,False,False,False,7
2432,Toyota Camry Hybrid,Chennai,2016,29277,19.16,2494.0,158.2,5.0,27.0,False,True,False,False,False,False,9
2445,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,55000,22.48,1995.0,190.0,5.0,21.75,False,False,False,False,False,False,12
2446,Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,25000,17.9,2143.0,170.0,5.0,45.0,False,False,False,False,False,False,8
2455,Toyota Fortuner 2.8 2WD AT,Delhi,2017,40000,12.9,2755.0,174.5,7.0,30.0,False,False,False,False,False,False,8
2470,BMW 3 Series 320d M Sport,Kochi,2017,23806,22.69,1995.0,190.0,5.0,33.66,False,False,False,False,False,False,8
2474,Mercedes-Benz CLA 200 CDI Style,Coimbatore,2017,23106,17.9,2143.0,136.0,5.0,27.43,False,False,False,False,False,False,8
2477,Jaguar XF 3.0 Litre S Premium Luxury,Kochi,2015,47759,14.74,2993.0,270.9,5.0,31.8,False,False,False,False,False,False,10
2484,Audi A4 35 TDI Premium Sport,Chennai,2016,11000,17.11,1968.0,174.33,5.0,28.0,False,False,False,False,False,False,9
2493,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Bangalore,2017,20149,19.27,2143.0,167.62,5.0,38.5,False,False,False,False,False,False,8
2505,Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2012,79000,12.07,2967.0,241.4,7.0,39.0,False,False,False,False,False,False,13
2506,Audi A4 35 TDI Premium,Coimbatore,2016,39644,17.11,1968.0,174.33,5.0,25.75,False,False,False,False,False,False,9
2509,Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,16.1,1950.0,194.0,5.0,56.5,False,False,False,False,False,False,7
2510,BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,22.69,1995.0,190.0,5.0,21.0,False,False,False,False,True,False,11
2515,BMW 6 Series Gran Coupe,Delhi,2013,21000,17.54,2993.0,313.0,4.0,44.0,False,False,False,False,True,False,12
2523,BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2016,44001,18.12,1995.0,190.0,5.0,34.51,False,False,False,False,False,False,9
2528,Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,18.0,2993.0,255.0,7.0,36.75,False,False,False,False,False,False,9
2532,Audi Q7 3.0 TDI quattro,Hyderabad,2011,98000,12.07,2967.0,241.4,7.0,22.0,False,False,False,False,False,False,14
2533,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,17.9,2143.0,136.0,5.0,27.87,False,False,False,False,False,False,8
2537,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,28733,12.07,2967.0,241.4,7.0,53.11,False,False,False,False,True,False,9
2541,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Kochi,2018,21603,13.0,2987.0,265.0,5.0,70.15,False,False,False,False,False,False,7
2547,BMW X6 xDrive 40d M Sport,Chennai,2016,25000,15.87,2993.0,308.43,5.0,60.0,False,False,False,False,False,False,9
2553,Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,21979,17.11,1968.0,174.33,5.0,23.45,False,False,False,False,False,False,10
2563,Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,16.3,1956.0,170.0,5.0,21.69,False,False,True,False,False,False,7
2569,Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2017,65367,11.36,2755.0,171.5,7.0,20.14,False,False,False,False,False,False,8
2586,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2014,57773,17.11,1968.0,174.33,5.0,20.04,False,False,False,False,True,False,11
2593,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,12.07,2967.0,241.4,7.0,52.5,False,False,False,False,True,False,10
2604,Mini Cooper Convertible S,Mumbai,2016,15000,16.82,1998.0,189.08,4.0,35.0,False,True,False,False,False,False,9
2609,BMW 5 Series 2013-2017 520d Luxury Line,Chennai,2016,30000,18.12,1995.0,190.0,5.0,31.5,False,False,False,False,True,False,9
2652,Audi Q5 2.0 TDI Technology,Hyderabad,2014,50000,14.16,1968.0,174.3,5.0,35.0,False,False,False,False,False,False,11
2659,Porsche Panamera Diesel,Kolkata,2015,25100,17.85,2967.0,300.0,4.0,75.0,False,False,False,False,False,False,10
2660,Mercedes-Benz CLA 200 Sport Edition,Kochi,2017,24733,15.04,1991.0,183.0,5.0,27.15,False,True,False,False,False,False,8
2669,Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2018,51530,10.91,3198.0,197.2,7.0,30.27,False,False,False,False,False,False,7
2687,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2016,39500,15.0,2143.0,204.0,5.0,29.5,False,False,False,False,False,False,9
2699,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,15.17,1968.0,181.0,5.0,27.5,False,False,False,False,False,False,10
2706,Porsche Panamera Diesel 250hp,Kochi,2014,60033,18.18,2967.0,250.0,4.0,51.52,False,False,False,False,False,False,11
2710,Jaguar XF 2.2 Litre Luxury,Pune,2014,55001,16.36,2179.0,187.7,5.0,31.0,False,False,False,False,False,False,11
2711,Mini Cooper Convertible S,Kochi,2017,20469,16.82,1998.0,189.08,4.0,35.98,False,True,False,False,False,False,8
2757,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,19.27,2143.0,167.62,5.0,39.62,False,False,False,False,False,False,7
2767,Mercedes-Benz GLE 350d,Coimbatore,2018,30706,11.57,2987.0,254.79,5.0,59.29,False,False,False,False,False,False,7
2787,BMW 7 Series 730Ld Sedan,Coimbatore,2013,73525,16.46,2993.0,258.0,5.0,34.54,False,False,False,False,False,False,12
2795,BMW X5 X5 M,Pune,2015,69002,15.97,2993.0,258.0,5.0,50.0,False,False,False,False,False,False,10
2808,Mercedes-Benz GLE 350d,Mumbai,2017,19863,11.57,2987.0,254.79,5.0,64.95,False,False,False,False,False,False,8
2822,BMW 3 Series 320d Sport Line,Pune,2018,24000,18.88,1995.0,184.0,5.0,28.0,False,False,False,False,False,False,7
2833,BMW X3 xDrive20d xLine,Kochi,2017,36935,18.56,1995.0,190.0,5.0,32.64,False,False,False,False,False,False,8
2835,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,14000,18.12,1995.0,190.0,5.0,35.0,False,False,False,False,False,False,10
2838,Audi Q7 35 TDI Quattro Premium Plus,Kochi,2016,72132,12.07,2967.0,241.4,7.0,39.0,False,False,False,False,True,False,9
2855,Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,12.9,2755.0,174.5,7.0,33.13,False,False,False,False,False,False,6
2863,Audi A6 2011-2015 2.0 TDI,Coimbatore,2013,70998,17.68,1968.0,174.33,5.0,20.57,False,False,False,False,False,False,12
2876,Audi A6 35 TDI Matrix,Delhi,2014,56000,18.53,1968.0,187.74,5.0,24.0,False,False,False,False,False,False,11
2879,Audi A6 35 TDI Matrix,Hyderabad,2014,62000,18.53,1968.0,187.74,5.0,25.0,False,False,False,False,False,False,11
2896,Porsche Panamera Diesel,Delhi,2013,48000,17.85,2967.0,300.0,4.0,50.5,False,False,False,False,True,False,12
2898,Audi A4 2.0 TDI Multitronic,Hyderabad,2014,53000,16.55,1968.0,140.0,5.0,20.5,False,False,False,False,False,False,11
2907,Jaguar XJ 3.0L Portfolio,Hyderabad,2015,26000,14.47,2993.0,301.73,5.0,75.0,False,False,False,False,False,False,10
2916,Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,16.3,1956.0,170.0,5.0,23.91,False,False,True,False,False,False,6
2924,Land Rover Range Rover HSE Dynamic,Kochi,2018,41661,12.7,2179.0,187.7,5.0,44.83,False,False,False,False,False,False,7
2928,Jaguar XF 2.2 Litre Luxury,Chennai,2014,43000,16.36,2179.0,187.7,5.0,26.5,False,False,False,False,True,False,11
2929,Audi A6 2.7 TDI,Bangalore,2013,90000,12.4,2698.0,179.5,5.0,22.5,False,False,False,False,True,False,12
2948,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,10714,19.27,2143.0,167.62,5.0,39.51,False,False,False,False,False,False,7
2963,BMW 3 Series 320d Luxury Line,Kochi,2017,55389,18.88,1995.0,184.0,5.0,28.45,False,False,False,False,False,False,8
2978,Porsche Panamera 2010 2013 4S,Coimbatore,2010,42400,8.0,4806.0,394.3,4.0,42.91,False,True,False,False,False,True,15
3014,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,19254,14.69,2993.0,258.0,5.0,47.7,False,False,False,False,False,False,9
3017,Mini Cooper S Carbon Edition,Kolkata,2018,2971,13.6,1598.0,181.0,4.0,39.75,False,True,False,False,False,False,7
3022,Toyota Fortuner 3.0 Diesel,Hyderabad,2016,99593,11.5,2982.0,171.0,7.0,23.5,False,False,True,False,False,False,9
3028,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,61108,10.91,3198.0,197.0,7.0,28.88,False,False,False,False,False,False,8
3038,BMW 3 Series 320d,Hyderabad,2013,48183,13.2,1995.0,170.0,5.0,20.99,False,False,False,False,False,False,12
3043,Land Rover Discovery Sport TD4 HSE,Coimbatore,2019,25899,12.63,2179.0,147.5,5.0,55.7,False,False,False,False,False,False,6
3045,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,11200,19.27,2143.0,167.62,5.0,37.5,False,False,False,False,False,False,8
3051,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2016,16000,11.3,2987.0,254.8,7.0,56.0,False,False,False,False,False,False,9
3062,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,12.07,2967.0,241.4,7.0,34.88,False,False,False,False,False,False,11
3066,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,14.57,2967.0,241.38,5.0,29.0,False,False,False,False,False,False,13
3079,Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,10.91,3198.0,197.0,7.0,29.8,False,False,False,False,False,False,9
3085,Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,14.16,1968.0,174.3,5.0,32.5,False,False,False,False,False,False,12
3093,Audi A7 2011-2015 Sportback,Kolkata,2012,24720,0.0,2967.0,241.4,5.0,28.0,False,False,False,False,True,False,13
3096,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057,13.0,2143.0,201.1,5.0,24.63,False,False,False,False,False,False,10
3115,Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,10.91,3198.0,197.2,7.0,26.0,False,False,False,False,False,False,9
3122,BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,17.05,1995.0,184.0,5.0,21.5,False,False,False,False,False,False,11
3137,Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,13.0,2143.0,204.0,5.0,22.75,False,False,False,False,False,False,11
3147,Jaguar XF Diesel,Coimbatore,2016,55115,14.74,2993.0,270.9,5.0,36.15,False,False,False,False,False,False,9
3148,Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,16.36,2179.0,187.7,5.0,25.7,False,False,False,False,False,False,11
3151,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,17.11,1968.0,174.33,5.0,25.31,False,False,False,False,False,False,10
3158,Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,17.84,1395.0,147.51,5.0,21.73,False,True,False,False,False,False,8
3161,Mini Cooper 5 DOOR D,Kochi,2019,14857,20.7,1496.0,113.98,5.0,31.55,False,False,False,False,False,False,6
3163,Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,12.62,2198.0,158.0,7.0,27.36,False,False,True,False,False,False,6
3169,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,19.27,2143.0,170.0,5.0,28.5,False,False,False,False,False,False,10
3175,Jaguar XF Diesel,Coimbatore,2014,82536,14.74,2993.0,270.9,5.0,28.63,False,False,False,False,False,False,11
3188,Toyota Fortuner 4x2 AT,Kochi,2015,47566,12.55,2982.0,168.5,7.0,20.25,False,False,False,False,False,False,10
3194,Mini Cooper 3 DOOR D,Kochi,2015,27641,20.7,1496.0,113.98,4.0,24.77,False,False,False,False,True,False,10
