Unnamed: 0,Name,Location,Year,Kms_Driven,Mileage,Engine_CC,Power_bhp,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Car_Age
1081,Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,17.0,1197.0,80.0,5.0,3.25,False,True,True,True,False,False,15
1082,Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,19.4,1422.0,70.0,5.0,2.75,False,False,True,False,False,False,16
1083,Toyota Corolla Altis D-4D J,Kolkata,2015,45000,21.43,1364.0,87.2,5.0,7.35,False,False,True,False,False,False,10
1084,Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,17.0,1198.0,73.75,5.0,4.7,False,True,True,False,False,False,8
1085,Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,15.29,1591.0,121.3,5.0,8.77,False,True,True,False,True,False,9
1086,Hyundai i10 Magna 1.2,Kochi,2013,46821,20.36,1197.0,78.9,5.0,3.42,False,True,True,False,False,False,12
1087,Chevrolet Beat LS,Kolkata,2015,120000,18.6,1199.0,76.8,5.0,2.5,False,True,True,False,False,False,10
1088,Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000,14.74,2993.0,270.9,5.0,20.0,False,False,False,False,False,False,13
1089,Nissan Terrano XL,Mumbai,2014,40000,13.24,1598.0,102.5,5.0,5.25,False,True,True,False,False,False,11
1090,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000,15.73,1968.0,174.33,5.0,14.5,False,False,False,False,True,False,12
1091,Hyundai i10 Asta AT,Mumbai,2011,64984,16.95,1197.0,78.9,5.0,3.45,False,True,False,False,False,False,14
1092,Maruti Alto K10 VXI AGS,Pune,2015,73204,24.07,998.0,67.1,5.0,3.3,False,True,False,False,False,False,10
1093,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2014,50000,11.33,4134.0,335.2,7.0,51.0,False,False,False,False,False,False,11
1094,Maruti Vitara Brezza VDi,Kolkata,2017,35000,24.3,1248.0,88.5,5.0,6.5,False,False,True,False,False,False,8
1095,Hyundai EON D Lite Plus,Hyderabad,2013,17729,21.1,814.0,55.2,5.0,3.65,False,True,True,False,False,False,12
1096,Mahindra XUV300 W8 Diesel,Chennai,2012,97000,20.0,1497.0,115.0,5.0,7.25,False,False,True,False,False,False,13
1097,Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,22.0,1582.0,126.2,5.0,6.01,False,False,True,False,False,False,11
1098,Maruti Wagon R VXI,Kolkata,2015,14000,18.9,998.0,67.1,5.0,2.8,False,True,True,False,False,False,10
1099,Hyundai i20 Sportz Option,Chennai,2012,50000,17.0,1197.0,80.0,5.0,4.0,False,True,True,False,False,False,13
1100,Honda City i VTEC V,Delhi,2014,62505,17.4,1497.0,117.3,5.0,5.95,False,True,True,False,False,False,11
1101,Toyota Innova 2.5 V Diesel 7-seater,Chennai,2011,248000,12.8,2494.0,102.0,7.0,9.2,False,False,True,False,True,False,14
1102,Hyundai Verna CRDi SX,Pune,2012,94900,16.8,1493.0,110.0,5.0,5.35,False,False,True,False,False,False,13
1103,Tata Hexa XT,Delhi,2017,55000,17.6,2179.0,153.86,7.0,12.0,False,False,True,False,False,False,8
1104,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,12.07,2967.0,241.4,7.0,38.94,False,False,False,False,True,False,10
1105,Maruti Wagon R VXI,Coimbatore,2008,53934,18.9,998.0,67.1,5.0,2.69,False,True,True,False,True,False,17
1106,BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,17.09,1995.0,218.0,5.0,27.5,False,False,False,False,True,False,12
1107,Honda Amaze EX i-Vtech,Kolkata,2014,48000,18.0,1198.0,86.7,5.0,2.75,False,True,True,False,False,False,11
1108,Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,24.7,796.0,47.3,5.0,2.8,False,True,True,False,False,False,9
1109,Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,17.01,1591.0,121.3,5.0,6.45,False,True,True,False,False,False,9
1110,Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,23.84,1199.0,84.0,5.0,5.88,False,True,True,False,False,False,7
1111,Maruti Swift LXI,Pune,2013,32953,18.6,1197.0,85.8,5.0,4.65,False,True,True,False,False,False,12
1112,Hyundai EON Era,Jaipur,2014,18000,21.1,814.0,55.2,5.0,2.5,False,True,True,False,False,False,11
1113,Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,12.6,1950.0,191.34,5.0,51.35,False,True,False,False,False,False,7
1114,Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,22.54,1396.0,88.73,5.0,6.85,False,False,True,False,False,False,9
1115,Toyota Etios VD,Chennai,2012,48000,23.59,1364.0,67.05,5.0,5.25,False,False,True,False,False,False,13
1116,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,21.43,1364.0,87.2,5.0,9.23,False,False,True,False,False,False,11
1117,Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,20.7,1496.0,113.98,5.0,22.0,False,False,False,False,False,False,11
1118,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,20.14,1498.0,88.8,5.0,5.19,False,False,True,False,False,False,11
1119,Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000,13.7,1798.0,157.75,5.0,4.35,False,True,False,False,False,False,16
1120,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,2013,34700,10.0,2148.0,170.0,5.0,24.5,False,False,False,False,False,False,12
1121,Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,17.8,1248.0,75.0,5.0,5.75,False,False,True,False,False,False,10
1122,Honda City i VTEC CVT VX,Kochi,2016,58197,18.0,1497.0,117.3,5.0,9.19,False,True,False,False,False,False,9
1123,BMW 7 Series 2007-2012 740Li,Pune,2008,66000,8.45,2979.0,321.0,5.0,10.75,False,True,False,False,True,False,17
1124,Hyundai i10 Magna AT,Bangalore,2009,60000,19.2,1197.0,80.0,5.0,2.99,False,True,False,False,False,False,16
1125,Maruti Swift Dzire VDI,Kolkata,2014,57000,26.59,1248.0,74.0,5.0,3.89,False,False,True,False,False,False,11
1126,Honda City i DTec VX,Coimbatore,2018,45555,26.0,1498.0,98.6,5.0,11.73,False,False,True,False,False,False,7
1127,Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137,14.0,796.0,35.0,5.0,3.11,False,True,True,False,False,False,9
1128,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,17.2,1968.0,138.1,5.0,14.45,False,False,True,False,True,False,11
1129,Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,24.52,1248.0,88.5,7.0,8.7,False,False,True,False,False,False,7
1130,Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,24.0,1120.0,70.0,5.0,5.04,False,False,True,False,False,False,9
1131,Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,28.09,1248.0,88.5,5.0,8.5,False,False,True,False,False,False,8
1132,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2014,64000,19.27,2143.0,170.0,5.0,15.65,False,False,False,False,False,False,11
1133,Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,20.5,1248.0,91.72,5.0,5.65,False,False,True,False,False,False,10
1134,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,2010,83000,10.93,2497.0,204.0,5.0,16.5,False,True,False,False,False,False,15
1136,Volkswagen Vento Petrol Highline,Pune,2012,67200,15.04,1598.0,103.6,5.0,3.9,False,True,True,False,False,False,13
1137,BMW 3 Series 320d Luxury Line,Jaipur,2013,62655,18.88,1995.0,184.0,5.0,14.5,False,False,False,False,False,False,12
1138,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,14.69,2993.0,258.0,5.0,44.0,False,False,False,False,False,False,10
1139,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,18.9,1197.0,81.86,5.0,5.0,False,True,True,False,False,False,8
1140,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000,11.36,2755.0,171.5,7.0,19.75,False,False,False,False,False,False,9
1141,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,19.6,1461.0,108.45,5.0,11.44,False,False,False,False,False,False,8
1142,Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2011,120000,18.0,1248.0,75.0,5.0,1.75,False,False,True,False,False,False,14
1144,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,2016,35939,12.3,1796.0,185.0,5.0,30.42,False,True,True,False,False,False,9
1145,Mahindra XUV500 W8 4WD,Coimbatore,2013,116694,15.1,2179.0,140.0,7.0,9.57,False,False,True,False,False,False,12
1146,Mahindra Bolero ZLX,Mumbai,2016,40448,15.96,2523.0,62.1,7.0,3.5,False,False,True,False,False,False,9
1147,Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,24.3,1248.0,88.5,5.0,10.46,False,False,True,False,False,False,7
1148,Fiat Avventura MULTIJET Emotion,Pune,2014,52782,20.5,1248.0,91.72,5.0,4.85,False,False,True,False,False,False,11
1149,Honda Amaze S Petrol,Kochi,2016,51672,19.5,1199.0,88.76,5.0,5.68,False,True,True,False,False,False,9
1150,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,56073,13.7,1798.0,157.75,5.0,13.25,False,True,False,False,False,False,10
1151,Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,2011,65000,14.74,2993.0,270.9,5.0,16.0,False,False,False,False,False,False,14
1152,Maruti Wagon R VXI BSIII,Chennai,2013,79000,18.9,998.0,67.1,5.0,3.0,False,True,True,False,False,False,12
1154,Toyota Corolla Altis VL,Mumbai,2010,70200,14.53,1798.0,138.1,5.0,5.0,False,True,False,False,False,False,15
1155,Maruti Swift VXi BSIV,Delhi,2016,42000,16.1,1197.0,85.0,5.0,4.75,False,True,True,False,False,False,9
1156,Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,16.47,1198.0,74.0,5.0,5.35,False,True,True,False,False,False,11
1157,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,18.9,1197.0,81.86,5.0,5.98,False,True,True,False,False,False,8
1158,Maruti SX4 ZDI,Chennai,2011,80000,21.5,1248.0,88.8,5.0,3.5,False,False,True,False,False,True,14
1159,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,18.9,1197.0,81.86,5.0,4.77,False,True,True,False,False,False,7
1160,Maruti Baleno Delta 1.2,Delhi,2016,50003,21.4,1197.0,83.1,5.0,5.45,False,True,True,False,False,False,9
1161,Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,20.3,1199.0,84.0,5.0,6.85,False,True,False,False,False,False,7
1162,Maruti Swift Dzire AMT ZDI,Jaipur,2016,54897,26.59,1248.0,74.0,5.0,7.3,False,False,False,False,False,False,9
1163,Tata Indica GLS BS IV,Pune,2007,108995,15.3,1193.0,65.3,5.0,1.25,False,True,True,False,False,False,18
1164,Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2015,73000,22.7,1598.0,118.0,5.0,8.25,False,False,True,False,False,False,10
1165,Maruti Swift VXI BSIII,Ahmedabad,2008,65000,16.1,1298.0,88.2,5.0,2.71,False,True,True,False,False,False,17
1166,Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,19.1,1197.0,82.0,5.0,3.6,False,True,True,False,False,False,9
1167,Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,18.5,1197.0,80.0,5.0,3.0,False,True,True,False,False,False,15
1168,Maruti Celerio VXI AT,Hyderabad,2016,21600,23.1,998.0,67.04,5.0,4.65,False,True,False,False,False,False,9
1169,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,2010,39000,14.84,2143.0,170.0,5.0,9.5,False,False,False,False,False,False,15
1170,Maruti Swift Dzire VXi,Mumbai,2011,58075,17.5,1298.0,85.8,5.0,2.95,False,True,True,False,False,False,14
1171,Volkswagen Vento Petrol Trendline,Mumbai,2011,58000,15.04,1598.0,103.6,5.0,3.0,False,True,True,False,False,False,14
1172,Maruti Swift ZDi,Hyderabad,2015,58000,25.2,1248.0,74.0,5.0,5.95,False,False,True,False,False,False,10
1173,Toyota Corolla Altis VL,Delhi,2008,89000,14.53,1798.0,138.1,5.0,4.0,False,True,False,False,False,False,17
1174,Honda Civic 2006-2010 1.8 V MT,Delhi,2008,72000,13.5,1799.0,130.0,5.0,2.5,False,True,True,False,False,False,17
1175,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,2017,1800,16.05,1499.0,110.4,5.0,11.37,False,True,False,False,False,False,8
1176,Fiat Linea Emotion Pack (Diesel),Pune,2010,172050,19.0,1248.0,93.0,5.0,2.25,False,False,True,False,True,False,15
1177,Hyundai i10 Era,Jaipur,2013,46230,19.81,1086.0,68.05,5.0,3.1,False,True,True,False,False,False,12
1178,Volvo XC60 D5 Inscription,Kochi,2014,86925,11.2,2400.0,215.0,5.0,17.18,False,False,False,False,False,False,11
1179,Hyundai i20 1.2 Asta,Jaipur,2018,5000,18.6,1197.0,81.83,5.0,6.5,False,True,True,False,False,False,7
1180,Honda City i DTEC S,Ahmedabad,2014,66000,26.0,1498.0,98.6,5.0,5.7,False,False,True,False,False,False,11
1181,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,12.99,2494.0,100.0,8.0,8.0,False,False,True,False,False,False,12
1182,Renault KWID RXT,Chennai,2016,45000,25.17,799.0,53.3,5.0,2.6,False,True,True,False,False,False,9
1183,Maruti A-Star Vxi,Hyderabad,2009,66149,19.0,998.0,66.1,5.0,2.45,False,True,True,False,False,False,16
1184,Mercedes-Benz B Class B180,Kochi,2014,42070,14.8,1595.0,120.7,5.0,11.57,False,True,False,False,False,False,11
1185,Maruti Wagon R LXI BS IV,Kolkata,2012,35503,18.9,998.0,67.1,5.0,2.3,False,True,True,False,False,False,13
1186,Maruti Swift VDI BSIV,Jaipur,2016,41460,25.2,1248.0,74.0,5.0,5.9,False,False,True,False,False,False,9
1187,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,17.0,1591.0,121.3,5.0,7.2,False,True,False,False,False,False,10
1188,Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,22.0,1582.0,126.2,5.0,5.9,False,False,False,False,False,False,12
1189,Honda City V MT,Chennai,2014,30000,16.8,1497.0,116.3,5.0,6.0,False,True,True,False,True,False,11
1190,Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,16.0,1086.0,66.7,5.0,1.95,False,True,True,False,False,False,15
1191,Toyota Etios GD SP,Coimbatore,2016,53702,23.59,1364.0,67.04,5.0,6.55,False,False,True,False,False,False,9
1192,Volvo S60 D4 Momentum,Hyderabad,2015,51000,27.03,1969.0,190.0,5.0,25.0,False,False,False,False,False,False,10
1193,Ford Figo Diesel EXI,Kolkata,2012,36542,20.0,1399.0,68.05,5.0,2.65,False,False,True,False,False,False,13
1194,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,15000,13.0,2987.0,265.0,5.0,69.5,False,False,False,False,False,False,8
1195,BMW 3 Series 320d Luxury Line,Chennai,2012,65000,22.69,1995.0,190.0,5.0,14.0,False,False,False,False,False,False,13
1196,Maruti Alto 800 VXI,Pune,2014,32000,22.74,796.0,47.3,5.0,2.1,False,True,True,False,True,False,11
1197,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,13.68,2393.0,147.8,7.0,20.4,False,False,True,False,False,False,8
1198,Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,18.78,999.0,75.0,5.0,5.68,False,True,True,False,False,False,6
1199,Nissan Terrano XL,Mumbai,2014,28238,13.24,1598.0,102.5,5.0,5.55,False,True,True,False,False,False,11
1200,Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,13.5,2477.0,175.56,7.0,12.75,False,False,True,False,False,False,12
1201,Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,14.8,1799.0,130.2,5.0,3.35,False,True,True,False,True,False,13
1202,Maruti Alto 800 LXI,Kolkata,2013,56840,22.74,796.0,47.3,5.0,1.55,False,True,True,False,False,False,12
1203,Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,20.54,1598.0,103.6,5.0,5.9,False,False,True,False,True,False,12
1204,Land Rover Freelander 2 HSE,Hyderabad,2012,96000,12.35,2179.0,187.74,5.0,18.98,False,False,False,False,False,False,13
1205,Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,13.7,1997.0,153.86,5.0,11.51,False,True,True,False,False,False,11
1206,Maruti Ertiga VDI,Mumbai,2016,54000,20.77,1248.0,88.76,7.0,7.75,False,False,True,False,False,False,9
1207,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,90000,12.99,2494.0,100.6,7.0,13.9,False,False,True,False,False,False,9
1208,Tata Manza Aura Safire,Kolkata,2010,40000,15.0,1368.0,90.0,5.0,1.35,False,True,True,False,False,False,15
1209,Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2015,65938,12.07,2967.0,241.4,7.0,38.0,False,False,False,False,True,False,10
1210,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,17.1,1591.0,121.4,5.0,11.6,False,True,False,False,False,False,8
1211,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,21.5,1498.0,108.5,5.0,12.25,False,False,False,False,False,False,8
1212,Honda City 1.5 S MT,Jaipur,2011,52000,17.0,1497.0,118.0,5.0,3.8,False,True,True,False,False,False,14
1213,Ford Figo Diesel Titanium,Mumbai,2014,54000,20.0,1399.0,68.05,5.0,3.25,False,False,True,False,False,False,11
1214,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,18.7,1199.0,88.7,5.0,6.4,False,True,True,False,False,False,9
1215,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2012,75000,16.47,1198.0,73.9,5.0,3.95,False,True,True,False,True,False,13
1216,Honda City i-VTEC S,Delhi,2010,76752,17.4,1497.0,117.3,5.0,3.57,False,True,True,False,False,False,15
1217,Honda City ZX GXi,Mumbai,2005,56000,17.7,1497.0,78.0,5.0,1.25,False,True,True,False,True,False,20
1219,Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,12.0,2354.0,187.4,5.0,12.5,False,True,False,False,True,False,12
1220,BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2014,35000,18.12,1995.0,190.0,5.0,23.0,False,False,False,False,True,False,11
1221,Ambassador Classic Nova Diesel,Chennai,2003,80000,12.8,1489.0,35.5,5.0,1.35,False,False,True,False,False,True,22
1222,Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2012,62729,12.05,2179.0,120.0,8.0,6.32,False,False,True,False,False,False,13
1223,Volkswagen Vento Diesel Comfortline,Kolkata,2012,34000,20.54,1598.0,103.6,5.0,3.4,False,False,True,False,False,False,13
1224,Maruti Zen VX,Jaipur,1999,70000,17.3,993.0,60.0,5.0,0.77,False,True,True,False,True,False,26
1225,Maruti 800 DX BSII,Jaipur,2009,32000,16.1,796.0,37.0,4.0,0.9,False,True,True,False,False,False,16
1226,Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,14.28,1798.0,138.03,5.0,18.0,False,True,False,False,False,False,8
1227,BMW 3 Series 328i Sport Line,Pune,2013,49000,14.59,1997.0,245.0,5.0,19.0,False,True,False,False,False,False,12
1228,Ford Ikon 1.3 Flair,Chennai,2007,40000,13.8,1299.0,70.0,5.0,1.1,False,True,True,False,False,True,18
1229,Chevrolet Beat LT,Pune,2012,78000,18.6,1199.0,79.4,5.0,2.0,False,True,True,False,True,False,13
1230,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,21.43,1364.0,86.79,5.0,6.5,False,False,True,False,False,False,13
1231,Mahindra XUV500 W4,Bangalore,2014,65213,16.0,2179.0,140.0,7.0,9.45,False,False,True,False,False,False,11
1232,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,170000,24.4,1120.0,71.0,5.0,4.0,False,False,True,False,False,False,9
1233,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,2017,36884,13.0,2143.0,204.0,5.0,32.25,False,False,False,False,False,False,8
1234,Hyundai i10 Sportz,Pune,2009,62500,20.36,1197.0,78.9,5.0,2.1,False,True,True,False,False,False,16
1235,Toyota Corolla Altis VL AT,Mumbai,2015,68000,14.28,1798.0,138.03,5.0,9.75,False,True,False,False,True,False,10
1236,Toyota Corolla 1.8 J,Kolkata,2014,40748,14.53,1798.0,138.0,5.0,6.3,False,True,True,False,False,False,11
1237,Audi Q3 2.0 TDI Quattro,Hyderabad,2013,60000,17.32,1968.0,184.0,5.0,21.0,False,False,False,False,False,False,12
1238,Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,12400,21.9,1396.0,88.8,5.0,4.65,False,False,True,False,False,False,11
1239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2013,87000,19.27,2143.0,167.62,5.0,17.0,False,False,False,False,True,False,12
1240,Maruti Ritz VDi,Pune,2013,20248,21.1,1248.0,73.9,5.0,4.35,False,False,True,False,False,False,12
1241,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,52383,19.67,1582.0,126.2,5.0,14.82,False,False,True,False,False,False,8
1242,Jaguar XE 2.0L Diesel Prestige,Delhi,2018,1000,13.6,1999.0,177.0,5.0,40.0,False,False,False,False,False,False,7
1243,Mahindra Xylo D4,Chennai,2016,85000,14.95,2489.0,93.7,7.0,6.15,False,False,True,False,False,False,9
1244,Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2014,47000,12.99,2494.0,100.6,7.0,11.25,False,False,True,False,False,False,11
1245,Toyota Camry 2.5 Hybrid,Pune,2018,17585,19.16,2494.0,157.7,5.0,32.0,False,True,False,False,False,False,7
1246,Audi Q5 3.0 TDI Quattro,Coimbatore,2018,32496,13.22,2967.0,241.4,5.0,45.62,False,False,False,False,False,False,7
1247,Maruti Swift VDI,Kochi,2017,34613,28.4,1248.0,74.0,5.0,6.24,False,False,True,False,False,False,8
1248,Maruti Ertiga VDI Limited Edition,Chennai,2015,153000,20.77,1248.0,88.76,7.0,4.8,False,False,True,False,False,False,10
1249,Maruti Swift VXi BSIV,Chennai,2014,54000,16.1,1197.0,85.0,5.0,4.5,False,True,True,False,True,False,11
1250,Hyundai i10 Sportz,Kochi,2015,16900,20.36,1197.0,78.9,5.0,3.87,False,True,True,False,False,False,10
1251,Hyundai i10 Sportz,Delhi,2013,62334,20.36,1197.0,78.9,5.0,2.75,False,True,True,False,False,False,12
1252,Maruti Baleno Sigma 1.2,Kochi,2018,23714,21.4,1197.0,83.1,5.0,6.57,False,True,True,False,False,False,7
1253,Hyundai Accent Executive,Jaipur,2010,52325,16.36,1495.0,93.7,5.0,2.0,False,True,True,False,False,False,15
1254,Honda Brio S MT,Ahmedabad,2012,50000,19.4,1198.0,86.8,5.0,3.65,False,True,True,False,False,False,13
1255,Maruti Swift ZDi,Hyderabad,2016,55746,22.9,1248.0,74.0,5.0,6.95,False,False,True,False,False,False,9
1256,Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,20.14,1197.0,81.86,5.0,5.5,False,True,True,False,False,False,11
1257,Mahindra XUV500 W8 2WD,Kolkata,2013,43000,16.0,2179.0,140.0,7.0,7.0,False,False,True,False,False,False,12
1258,Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,2014,40000,13.0,2143.0,201.1,5.0,24.0,False,False,False,False,False,False,11
1259,Land Rover Freelander 2 TD4 S,Bangalore,2010,125000,0.0,2179.0,115.0,5.0,11.0,False,False,False,False,True,False,15
1260,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,51944,19.27,2143.0,170.0,5.0,32.5,False,False,False,False,False,False,9
1261,Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,21.27,1396.0,88.76,5.0,6.45,False,False,True,False,False,False,10
1262,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2015,23000,19.3,1968.0,141.0,5.0,15.75,False,False,False,False,False,False,10
1263,Honda City 1.5 S MT,Mumbai,2014,54546,17.0,1497.0,118.0,5.0,5.5,False,True,True,False,False,False,11
1264,Toyota Fortuner 4x2 AT,Kochi,2015,51535,12.55,2982.0,168.5,7.0,19.03,False,False,False,False,False,False,10
1265,Audi Q3 2.0 TDI Quattro,Kolkata,2013,45000,17.32,1968.0,184.0,5.0,15.25,False,False,False,False,False,False,12
1266,Maruti Alto K10 2010-2014 VXI,Hyderabad,2012,46004,20.92,998.0,67.1,5.0,2.4,False,True,True,False,False,False,13
1267,Tata Indigo eCS LX BSIV,Chennai,2011,124000,23.03,1396.0,69.0,5.0,2.3,False,False,True,False,False,False,14
1268,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,2014,77395,17.11,1968.0,174.33,5.0,14.35,False,False,False,False,False,False,11
1270,Honda City i-VTEC CVT VX,Kochi,2018,22974,18.0,1497.0,117.3,5.0,11.97,False,True,False,False,False,False,7
1272,Toyota Fortuner 2.8 2WD MT,Ahmedabad,2015,65012,14.24,2755.0,174.5,7.0,18.9,False,False,True,False,False,False,10
1273,Hyundai Grand i10 Sportz,Ahmedabad,2017,17125,18.9,1197.0,82.0,5.0,5.4,False,True,True,False,False,False,8
1274,Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,15.1,1196.0,73.0,7.0,2.95,False,True,True,False,False,False,10
1275,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,37000,16.47,1198.0,73.9,5.0,5.1,False,True,True,False,False,False,12
1276,Maruti Wagon R LXI Minor,Jaipur,2006,65000,18.9,1061.0,67.0,5.0,1.5,False,True,True,False,False,False,19
1277,Honda City 1.5 V MT,Bangalore,2011,66000,17.0,1497.0,118.0,5.0,4.9,False,True,True,False,False,False,14
1278,Honda Civic 2010-2013 1.8 S MT,Mumbai,2010,86000,14.8,1799.0,130.2,5.0,2.9,False,True,True,False,False,False,15
1279,Honda City 1.5 EXI,Pune,2005,98437,13.0,1493.0,100.0,5.0,1.15,False,True,True,False,False,False,20
1280,Hyundai i20 1.2 Magna,Kolkata,2010,18000,18.5,1197.0,80.0,5.0,2.3,False,True,True,False,False,False,15
1281,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,35070,24.0,1120.0,70.0,5.0,5.99,False,False,True,False,False,False,7
1282,Volkswagen Vento Petrol Highline AT,Pune,2011,42000,14.4,1598.0,103.6,5.0,3.4,False,True,False,False,False,True,14
1283,Hyundai i10 Sportz 1.2,Kolkata,2009,40000,20.36,1197.0,78.9,5.0,1.7,False,True,True,False,False,False,16
1284,Hyundai i20 Asta,Kolkata,2009,43000,17.0,1197.0,80.0,5.0,1.99,False,True,True,False,False,False,16
1285,Chevrolet Beat LS,Pune,2012,65000,18.6,1199.0,79.4,5.0,2.5,False,True,True,False,False,False,13
1286,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,74000,22.07,1199.0,73.9,5.0,4.85,False,False,True,False,False,False,12
1287,Ford Figo Petrol LXI,Hyderabad,2010,51192,15.6,1196.0,70.0,5.0,2.65,False,True,True,False,False,False,15
1288,Audi TT 2.0 TFSI,Kochi,2014,14262,9.9,1984.0,207.8,2.0,27.35,False,True,False,False,False,False,11
1289,Honda City i DTEC VX,Jaipur,2015,66339,25.1,1498.0,98.6,5.0,6.9,False,False,True,False,True,False,10
